id,date,customer_name,item_id,item_name,item_quantity,item_unit,total_amount
4138545000010195001,2025-08-15,Neo Prime Power Solutions Corporation,4138545000000076881,Fiberglass Coated Flat Wire 1/4,52.0,kg,19500.0
4138545000010195001,2025-08-15,Neo Prime Power Solutions Corporation,4138545000000077214,BOX for FIBERGLASS Flat Wire - 1/4,1.0,pcs,0.0
4138545000010186309,2025-08-15,I-Core Enterprises,4138545000000357019,Body Ground,100.0,pcs,20000.0
4138545000010186309,2025-08-15,I-Core Enterprises,4138545000000219046,Pressure Relief Valve,100.0,pcs,20000.0
4138545000010186309,2025-08-15,I-Core Enterprises,4138545000000076899,Fiberglass Coated Flat Wire 3/4,102.9,kg,41160.0
4138545000010186309,2025-08-15,I-Core Enterprises,4138545000000077232,BOX for FIBERGLASS Flat Wire - 3/4,2.0,pcs,0.0
4138545000010186107,2025-08-15,Transphil Trading,4138545000000219001,Dog Bone 3/4,30.0,pcs,12000.0
4138545000010186107,2025-08-15,Transphil Trading,4138545000002847240,Dog Bone 5/8,20.0,pcs,6400.0
4138545000010186107,2025-08-15,Transphil Trading,4138545000003447001,Dog Bone 1/2,20.0,pcs,5300.0
4138545000010186107,2025-08-15,Transphil Trading,4138545000001035081,Bare Aluminum Flat Wire 3/8,51.9,kg,16608.0
4138545000010186107,2025-08-15,Transphil Trading,4138545000001035068,BOX of Bare Aluminum Flat Wire 3/8,1.0,pcs,0.0
4138545000010183062,2025-08-16,"FBF Electrical and Power Services, Inc.",4138545000000076953,Pressed Board 1/32,30.0,pcs,14732.14
4138545000010183062,2025-08-16,"FBF Electrical and Power Services, Inc.",4138545000000076917,Fiberglass Coated Flat Wire 5/8,323.2,kg,122642.86
4138545000010183062,2025-08-16,"FBF Electrical and Power Services, Inc.",4138545000000077250,BOX for FIBERGLASS Flat Wire - 5/8,6.0,pcs,0.0
4138545000010183062,2025-08-16,"FBF Electrical and Power Services, Inc.",4138545000000076908,Fiberglass Coated Flat Wire 3/8,162.2,kg,61549.11
4138545000010183062,2025-08-16,"FBF Electrical and Power Services, Inc.",4138545000000077241,BOX for FIBERGLASS Flat Wire - 3/8,3.0,pcs,0.0
4138545000010183062,2025-08-16,"FBF Electrical and Power Services, Inc.",4138545000005373242,Adhesive Tape with Fiberglass,1.0,pcs,0.0
4138545000010182419,2025-08-14,Neo Prime Power Solutions Corporation,4138545000000170109,Cotton Tape,20.0,pcs,892.86
4138545000010183001,2025-08-14,Neo Prime Power Solutions Corporation,4138545000002431068,Red Pulley SM35,100.0,,2678.57
4138545000010183001,2025-08-14,Neo Prime Power Solutions Corporation,4138545000000076926,Fiberglass Tape,50.0,pcs,2678.57
4138545000010182145,2025-08-14,Krista-Camille Enterprises,4138545000000076944,Pressed Board 1/16,50.0,pcs,42500.0
4138545000010180187,2025-08-14,Elcom,4138545000000076944,Pressed Board 1/16,2.0,pcs,1517.86
4138545000010180187,2025-08-14,Elcom,4138545000000170109,Cotton Tape,10.0,pcs,446.43
4138545000010180187,2025-08-14,Elcom,4138545000000076980,Diamond Dotted Paper 010,23.0,kg,7187.5
4138545000010180187,2025-08-14,Elcom,4138545000000076773,Enameled Round Wire #10,23.9,kg,9175.89
4138545000010180187,2025-08-14,Elcom,4138545000000076791,Enameled Round Wire #12,24.0,kg,9214.29
4138545000010180187,2025-08-14,Elcom,4138545000000076809,Enameled Round Wire #14,92.9,kg,35666.96
4138545000010180187,2025-08-14,Elcom,4138545000000077106,BOX for Aluminum Round Wire Enamel - #10,1.0,pcs,0.0
4138545000010180187,2025-08-14,Elcom,4138545000000077124,BOX for Aluminum Round Wire Enamel - #12,1.0,pcs,0.0
4138545000010180187,2025-08-14,Elcom,4138545000000077142,BOX for Aluminum Round Wire Enamel - #14,4.0,pcs,0.0
4138545000010180187,2025-08-14,Elcom,4138545000000085028,BOX of DDP 010,1.0,,0.0
4138545000010180163,2025-08-14,Wescor Transformer Corporation,4138545000000609052,Bare Aluminum Flat Wire 1/2,158.8,kg,52404.0
4138545000010180163,2025-08-14,Wescor Transformer Corporation,4138545000000609079,BOX of Bare Aluminum Flat Wire 1/2,3.0,pcs,0.0
4138545000010180163,2025-08-14,Wescor Transformer Corporation,4138545000001035081,Bare Aluminum Flat Wire 3/8,51.9,kg,17127.0
4138545000010180163,2025-08-14,Wescor Transformer Corporation,4138545000001035068,BOX of Bare Aluminum Flat Wire 3/8,1.0,pcs,0.0
4138545000010180129,2025-08-14,Wescor Transformer Corporation,4138545000000076926,Fiberglass Tape,200.0,pcs,12000.0
4138545000010180129,2025-08-14,Wescor Transformer Corporation,4138545000000170109,Cotton Tape,40.0,pcs,2000.0
4138545000010180129,2025-08-14,Wescor Transformer Corporation,4138545000004949054,Flat Bar - Aluminum (1/4 x 1.5),2.0,pcs,1056.0
4138545000010180129,2025-08-14,Wescor Transformer Corporation,4138545000004949045,Flat Bar - Aluminum (1/4 x 2),2.0,pcs,1320.0
4138545000010180129,2025-08-14,Wescor Transformer Corporation,4138545000000219001,Dog Bone 3/4,2.0,pcs,800.0
4138545000010180097,2025-08-14,Nestor,4138545000000076782,Enameled Round Wire #11,68.6,kg,29498.0
4138545000010180097,2025-08-14,Nestor,4138545000000076800,Enameled Round Wire #13,53.5,kg,23005.0
4138545000010180097,2025-08-14,Nestor,4138545000000076809,Enameled Round Wire #14,25.8,kg,11094.0
4138545000010180097,2025-08-14,Nestor,4138545000008502129,Wooden Spool #11,1.0,pcs,0.0
4138545000010180097,2025-08-14,Nestor,4138545000000077133,BOX for Aluminum Round Wire Enamel - #13,2.0,pcs,0.0
4138545000010180097,2025-08-14,Nestor,4138545000000077142,BOX for Aluminum Round Wire Enamel - #14,1.0,pcs,0.0
4138545000010180069,2025-08-14,Krista-Camille Enterprises,4138545000000076980,Diamond Dotted Paper 010,307.0,kg,107450.0
4138545000010180069,2025-08-14,Krista-Camille Enterprises,4138545000000085028,BOX of DDP 010,5.0,,0.0
4138545000010180069,2025-08-14,Krista-Camille Enterprises,4138545000000076989,Diamond Dotted Paper 007,62.0,kg,21700.0
4138545000010180069,2025-08-14,Krista-Camille Enterprises,4138545000000085053,BOX of DDP 007,1.0,kg,0.0
4138545000010180069,2025-08-14,Krista-Camille Enterprises,4138545000003555047,Transformer Lock,200.0,,20000.0
4138545000010169129,2025-08-14,Kim,4138545000000076827,Enameled Flat Wire 1/2,49.7,kg,24850.0
4138545000010169129,2025-08-14,Kim,4138545000000077160,BOX for ENAMEL Flat Wire Enamel - 1/2,1.0,pcs,0.0
4138545000010169101,2025-08-14,I-Core Enterprises,4138545000001309051,Rubber Gasket Sheet 1/4 (6mm),6.5,m,11050.0
4138545000010169101,2025-08-14,I-Core Enterprises,4138545000000076899,Fiberglass Coated Flat Wire 3/4,67.5,kg,27000.0
4138545000010169101,2025-08-14,I-Core Enterprises,4138545000000077232,BOX for FIBERGLASS Flat Wire - 3/4,1.0,pcs,0.0
4138545000010169101,2025-08-14,I-Core Enterprises,4138545000000076827,Enameled Flat Wire 1/2,110.8,kg,58724.0
4138545000010169101,2025-08-14,I-Core Enterprises,4138545000000077160,BOX for ENAMEL Flat Wire Enamel - 1/2,2.0,pcs,0.0
4138545000010167001,2025-08-14,Transphil Trading,4138545000000609061,Bare Aluminum Flat Wire 3/4,54.6,kg,18018.0
4138545000010167001,2025-08-14,Transphil Trading,4138545000000609070,BOX of Bare Aluminum Flat Wire 3/4,1.0,pcs,0.0
4138545000010162589,2025-08-14,Transphil Trading,4138545000000609035,Bare Aluminum Flat Wire 5/8,402.3,kg,128736.0
4138545000010162589,2025-08-14,Transphil Trading,4138545000000609088,BOX of Bare Aluminum Flat Wire 5/8,8.0,pcs,0.0
4138545000010162589,2025-08-14,Transphil Trading,4138545000000076962,Pressed Board 1/8,2.0,pcs,2900.0
4138545000010162589,2025-08-14,Transphil Trading,4138545000000076926,Fiberglass Tape,200.0,pcs,12000.0
4138545000010162535,2025-08-13,I-Core Enterprises,4138545000000076827,Enameled Flat Wire 1/2,162.1,kg,85913.0
4138545000010162535,2025-08-13,I-Core Enterprises,4138545000000077160,BOX for ENAMEL Flat Wire Enamel - 1/2,3.0,pcs,0.0
4138545000010162413,2025-08-13,Cupat,4138545000001035047,Bare Aluminum Flat Wire 1/4,52.7,kg,17391.0
4138545000010162413,2025-08-13,Cupat,4138545000000609035,Bare Aluminum Flat Wire 5/8,51.3,kg,16929.0
4138545000010162413,2025-08-13,Cupat,4138545000000076944,Pressed Board 1/16,2.0,pcs,1700.0
4138545000010162413,2025-08-13,Cupat,4138545000001035090,BOX of Bare Aluminum Flat Wire 1/4,1.0,pcs,0.0
4138545000010162413,2025-08-13,Cupat,4138545000000609088,BOX of Bare Aluminum Flat Wire 5/8,1.0,pcs,0.0
4138545000010162209,2025-08-13,Kim,4138545000000076755,Enameled Round Wire #8,25.1,kg,10793.0
4138545000010162209,2025-08-13,Kim,4138545000000076773,Enameled Round Wire #10,21.9,kg,9417.0
4138545000010162209,2025-08-13,Kim,4138545000000077088,BOX for Aluminum Round Wire Enamel - #8,1.0,pcs,0.0
4138545000010162209,2025-08-13,Kim,4138545000000077106,BOX for Aluminum Round Wire Enamel - #10,1.0,pcs,0.0
4138545000010162181,2025-08-13,Ac Volts Electrical Supply,4138545000006048081,Round Copper Wire - Heavy Formex #9,36.84,,29110.18
4138545000010162181,2025-08-13,Ac Volts Electrical Supply,4138545000006048090,Box of Copper Enameled #9,1.0,,0.0
4138545000010162181,2025-08-13,Ac Volts Electrical Supply,4138545000000076944,Pressed Board 1/16,5.0,pcs,3794.64
4138545000010164001,2025-08-13,Wescor Transformer Corporation,4138545000000079945,Aluminum Flux,1.0,pcs,600.0
4138545000010162149,2025-08-13,Wescor Transformer Corporation,4138545000000076881,Fiberglass Coated Flat Wire 1/4,53.7,kg,22822.5
4138545000010162149,2025-08-13,Wescor Transformer Corporation,4138545000000076890,Fiberglass Coated Flat Wire 3/16,56.7,kg,24097.5
4138545000010162149,2025-08-13,Wescor Transformer Corporation,4138545000002847240,Dog Bone 5/8,10.0,pcs,3200.0
4138545000010162149,2025-08-13,Wescor Transformer Corporation,4138545000002026187,Dog Bone 1/4,15.0,,2025.0
4138545000010162149,2025-08-13,Wescor Transformer Corporation,4138545000000077214,BOX for FIBERGLASS Flat Wire - 1/4,1.0,pcs,0.0
4138545000010162149,2025-08-13,Wescor Transformer Corporation,4138545000000077223,BOX for FIBERGLASS Flat Wire - 3/16,1.0,pcs,0.0
4138545000010162125,2025-08-13,Tito & Tet Electrical Supply and Services,4138545000002026187,Dog Bone 1/4,10.0,,1205.36
4138545000010162125,2025-08-13,Tito & Tet Electrical Supply and Services,4138545000002146021,Dog BONE 3/8,10.0,,1964.29
4138545000010162125,2025-08-13,Tito & Tet Electrical Supply and Services,4138545000003447001,Dog Bone 1/2,15.0,pcs,3549.11
4138545000010162125,2025-08-13,Tito & Tet Electrical Supply and Services,4138545000002847240,Dog Bone 5/8,10.0,pcs,2857.13
4138545000010162031,2025-08-13,Ecfr Enterprises,4138545000000076791,Enameled Round Wire #12,27.4,kg,10519.64
4138545000010162031,2025-08-13,Ecfr Enterprises,4138545000000077124,BOX for Aluminum Round Wire Enamel - #12,1.0,pcs,0.0
4138545000010162031,2025-08-13,Ecfr Enterprises,4138545000000076980,Diamond Dotted Paper 010,15.2,kg,4750.0
4138545000010152029,2025-08-15,Brando,4138545000000076791,Enameled Round Wire #12,25.6,kg,11008.0
4138545000010152029,2025-08-15,Brando,4138545000000077124,BOX for Aluminum Round Wire Enamel - #12,1.0,pcs,0.0
4138545000010152029,2025-08-15,Brando,4138545000002026187,Dog Bone 1/4,2.0,,270.0
4138545000010152029,2025-08-15,Brando,4138545000000077025,Crepe Tubing 8 x 12,25.0,pcs,1125.0
4138545000010152029,2025-08-15,Brando,4138545000000076953,Pressed Board 1/32,2.0,pcs,1100.0
4138545000010152029,2025-08-15,Brando,4138545000000428011,Rubber Cork 4.8mm,1.0,pcs,2500.0
4138545000010152005,2025-08-13,Power Volts,4138545000000076827,Enameled Flat Wire 1/2,104.5,kg,55385.0
4138545000010152005,2025-08-13,Power Volts,4138545000000077160,BOX for ENAMEL Flat Wire Enamel - 1/2,2.0,pcs,0.0
4138545000010152005,2025-08-13,Power Volts,4138545000000076926,Fiberglass Tape,100.0,pcs,6000.0
4138545000010152005,2025-08-13,Power Volts,4138545000000076935,Primary Bushing 15 KVA,36.0,pcs,39600.0
4138545000010143563,2025-08-12,Reycoretech Electrical Services,4138545000000076962,Pressed Board 1/8,2.0,pcs,2900.0
4138545000010143531,2025-08-12,Krista-Camille Enterprises,4138545000000076872,Fiberglass Coated Flat Wire 1/2,165.1,kg,66040.0
4138545000010143531,2025-08-12,Krista-Camille Enterprises,4138545000000076908,Fiberglass Coated Flat Wire 3/8,150.3,kg,60120.0
4138545000010143531,2025-08-12,Krista-Camille Enterprises,4138545000003802001,Fiberglass Coated Flat Wire 5/16,166.1,kg,66440.0
4138545000010143531,2025-08-12,Krista-Camille Enterprises,4138545000000077205,BOX for FIBERGLASS Flat Wire - 1/2,3.0,pcs,0.0
4138545000010143531,2025-08-12,Krista-Camille Enterprises,4138545000000077241,BOX for FIBERGLASS Flat Wire - 3/8,3.0,pcs,0.0
4138545000010143531,2025-08-12,Krista-Camille Enterprises,4138545000003800001,BOX for FIBERGLASS Flat Wire - 5/16,3.0,pcs,0.0
4138545000010143211,2025-08-12,Krista-Camille Enterprises,4138545000000077034,Crepe Tubing 10 x 14,175.0,pcs,8225.0
4138545000010143211,2025-08-12,Krista-Camille Enterprises,4138545000000077061,Crepe Tubing 18 x 20,85.0,pcs,4505.0
4138545000010143171,2025-08-12,R Casido Electrical Services,4138545000004949063,Flat Bar - Aluminum (1/4 x 1),1.0,pcs,363.0
4138545000010143135,2025-08-12,CJ Kuray,4138545000000076818,Enameled Round Wire #15,25.1,kg,10793.0
4138545000010143135,2025-08-12,CJ Kuray,4138545000000077151,BOX for Aluminum Round Wire Enamel - #15,1.0,pcs,0.0
4138545000010143135,2025-08-12,CJ Kuray,4138545000000170109,Cotton Tape,10.0,pcs,500.0
4138545000010143135,2025-08-12,CJ Kuray,4138545000000076944,Pressed Board 1/16,2.0,pcs,1700.0
4138545000010143135,2025-08-12,CJ Kuray,4138545000000076953,Pressed Board 1/32,2.0,pcs,1100.0
4138545000010143135,2025-08-12,CJ Kuray,4138545000009615019,Steel Strap - 3/4,1.0,,3750.0
4138545000010143075,2025-08-12,I-Core Enterprises,4138545000006586153,Connector 125A,100.0,,15000.0
4138545000010143055,2025-08-12,I-Core Enterprises,4138545000000076935,Primary Bushing 15 KVA,100.0,pcs,105000.0
4138545000010143055,2025-08-12,I-Core Enterprises,4138545000000076971,Tap Changer,50.0,pcs,52500.0
4138545000010143055,2025-08-12,I-Core Enterprises,4138545000000427001,Secondary Bushing Single Eye 1.2KV/625A,12.0,pcs,24000.0
4138545000010141001,2025-08-12,NDF ,4138545000008255036,Aluminum Sheet 0.8 x 368.3mm (100KVA Si),1034.5,kg,372420.0
4138545000010141001,2025-08-12,NDF ,4138545000008255001,Silicon Core - 100KVA,5115.6,kg,1483524.0
4138545000010133099,2025-08-11,"FBF Electrical and Power Services, Inc.",4138545000000455019,Secondary Bushing -  Spade 1.2/1200a,9.0,,42589.29
4138545000010114599,2025-08-11,NDF ,4138545000000427001,Secondary Bushing Single Eye 1.2KV/625A,20.0,pcs,40000.0
4138545000010114599,2025-08-11,NDF ,4138545000001554039,Rubber Cork 6mm 2 X 1 Meter,2.0,pcs,11600.0
4138545000010114551,2025-08-11,ElecSys Energy Equipment Corporation,4138545000002209018,Secondary Bushing Double Eye 1.2KV/833A,21.0,pcs,74062.5
4138545000010114535,2025-08-11,"FBF Electrical and Power Services, Inc.",4138545000000077025,Crepe Tubing 8 x 12,3000.0,pcs,120535.71
4138545000010114247,2025-08-11,Realpower Electrical Services,4138545000000076773,Enameled Round Wire #10,22.8,kg,8753.57
4138545000010114247,2025-08-11,Realpower Electrical Services,4138545000000077106,BOX for Aluminum Round Wire Enamel - #10,1.0,pcs,0.0
4138545000010114213,2025-08-11,Nanong Enterprises,4138545000000076764,Enameled Round Wire #9,118.1,kg,50783.0
4138545000010114213,2025-08-11,Nanong Enterprises,4138545000005848187,P200 BOX for Aluminum Round Wire Enamel - #9,2.0,pcs,0.0
4138545000010114213,2025-08-11,Nanong Enterprises,4138545000000076980,Diamond Dotted Paper 010,62.0,kg,21700.0
4138545000010114213,2025-08-11,Nanong Enterprises,4138545000000085028,BOX of DDP 010,1.0,,0.0
4138545000010114213,2025-08-11,Nanong Enterprises,4138545000000427001,Secondary Bushing Single Eye 1.2KV/625A,36.0,pcs,72000.0
4138545000010114213,2025-08-11,Nanong Enterprises,4138545000000076971,Tap Changer,20.0,pcs,21000.0
4138545000010114057,2025-08-11,Transphil Trading,4138545000000609035,Bare Aluminum Flat Wire 5/8,102.0,kg,32640.0
4138545000010114057,2025-08-11,Transphil Trading,4138545000000609088,BOX of Bare Aluminum Flat Wire 5/8,2.0,pcs,0.0
4138545000010114057,2025-08-11,Transphil Trading,4138545000001035081,Bare Aluminum Flat Wire 3/8,102.4,kg,32768.0
4138545000010114057,2025-08-11,Transphil Trading,4138545000001035068,BOX of Bare Aluminum Flat Wire 3/8,2.0,pcs,0.0
4138545000010114057,2025-08-11,Transphil Trading,4138545000000076926,Fiberglass Tape,200.0,pcs,12000.0
4138545000010114057,2025-08-11,Transphil Trading,4138545000000076944,Pressed Board 1/16,5.0,pcs,4250.0
4138545000010114057,2025-08-11,Transphil Trading,4138545000002026187,Dog Bone 1/4,10.0,,1350.0
4138545000010114057,2025-08-11,Transphil Trading,4138545000003447001,Dog Bone 1/2,10.0,pcs,2650.0
4138545000010114057,2025-08-11,Transphil Trading,4138545000002847240,Dog Bone 5/8,10.0,pcs,3200.0
4138545000010114023,2025-08-11,RJC Power Transformer Supply & Repair Services,4138545000000076773,Enameled Round Wire #10,48.0,kg,20640.0
4138545000010114023,2025-08-11,RJC Power Transformer Supply & Repair Services,4138545000000077106,BOX for Aluminum Round Wire Enamel - #10,2.0,pcs,0.0
4138545000010114023,2025-08-11,RJC Power Transformer Supply & Repair Services,4138545000000076980,Diamond Dotted Paper 010,59.0,kg,20650.0
4138545000010114023,2025-08-11,RJC Power Transformer Supply & Repair Services,4138545000000085028,BOX of DDP 010,1.0,,0.0
4138545000010114023,2025-08-11,RJC Power Transformer Supply & Repair Services,4138545000000076935,Primary Bushing 15 KVA,12.0,pcs,12600.0
4138545000010114023,2025-08-11,RJC Power Transformer Supply & Repair Services,4138545000000076971,Tap Changer,10.0,pcs,10500.0
4138545000010125307,2025-08-09,Archie,4138545000000076989,Diamond Dotted Paper 007,30.0,kg,10500.0
4138545000010125307,2025-08-09,Archie,4138545000000085053,BOX of DDP 007,1.0,kg,0.0
4138545000010125307,2025-08-09,Archie,4138545000000076926,Fiberglass Tape,30.0,pcs,1800.0
4138545000010125307,2025-08-09,Archie,4138545000000076746,Enameled Round Wire #7,23.4,kg,10062.0
4138545000010125307,2025-08-09,Archie,4138545000000077079,BOX for Aluminum Round Wire Enamel - #7,1.0,pcs,0.0
4138545000010125253,2025-08-09,Alexis,4138545000000357019,Body Ground,15.0,pcs,3000.0
4138545000010125219,2025-08-11,Reycoretech Electrical Services,4138545000000076872,Fiberglass Coated Flat Wire 1/2,146.6,kg,58640.0
4138545000010125219,2025-08-11,Reycoretech Electrical Services,4138545000000077205,BOX for FIBERGLASS Flat Wire - 1/2,3.0,pcs,0.0
4138545000010125219,2025-08-11,Reycoretech Electrical Services,4138545000000076908,Fiberglass Coated Flat Wire 3/8,55.3,kg,22120.0
4138545000010125219,2025-08-11,Reycoretech Electrical Services,4138545000000077241,BOX for FIBERGLASS Flat Wire - 3/8,1.0,pcs,0.0
4138545000010125219,2025-08-11,Reycoretech Electrical Services,4138545000002026187,Dog Bone 1/4,5.0,,675.0
4138545000010125219,2025-08-11,Reycoretech Electrical Services,4138545000002146021,Dog BONE 3/8,5.0,,1100.0
4138545000010125219,2025-08-11,Reycoretech Electrical Services,4138545000000076755,Enameled Round Wire #8,23.8,kg,10234.0
4138545000010125219,2025-08-11,Reycoretech Electrical Services,4138545000000077088,BOX for Aluminum Round Wire Enamel - #8,1.0,pcs,0.0
4138545000010125113,2025-08-09,Tito & Tet Electrical Supply and Services,4138545000000076917,Fiberglass Coated Flat Wire 5/8,427.5,kg,160312.5
4138545000010125113,2025-08-09,Tito & Tet Electrical Supply and Services,4138545000000077250,BOX for FIBERGLASS Flat Wire - 5/8,8.0,pcs,0.0
4138545000010125051,2025-08-09,BM Power General Construction and Sales Corp.,4138545000000076809,Enameled Round Wire #14,47.5,kg,18660.71
4138545000010125051,2025-08-09,BM Power General Construction and Sales Corp.,4138545000000077142,BOX for Aluminum Round Wire Enamel - #14,2.0,pcs,0.0
4138545000010117019,2025-08-09,I-Core Enterprises,4138545000009697066,Secondary Bushing - Single Eye 600A - (2 piece type),32.0,pcs,64000.0
4138545000010117001,2025-08-09,Kim,4138545000000076908,Fiberglass Coated Flat Wire 3/8,50.4,kg,20160.0
4138545000010117001,2025-08-09,Kim,4138545000000077241,BOX for FIBERGLASS Flat Wire - 3/8,1.0,pcs,0.0
4138545000010109536,2025-08-08,R Casido Electrical Services,4138545000000609035,Bare Aluminum Flat Wire 5/8,51.2,kg,17408.0
4138545000010109536,2025-08-08,R Casido Electrical Services,4138545000000609088,BOX of Bare Aluminum Flat Wire 5/8,1.0,pcs,0.0
4138545000010109462,2025-08-08,Mcgraw Engineering,4138545000000076899,Fiberglass Coated Flat Wire 3/4,280.8,kg,112320.0
4138545000010109462,2025-08-08,Mcgraw Engineering,4138545000000077232,BOX for FIBERGLASS Flat Wire - 3/4,6.0,pcs,0.0
4138545000010109284,2025-08-08,Wescor Transformer Corporation,4138545000000076926,Fiberglass Tape,200.0,pcs,12000.0
4138545000010109284,2025-08-08,Wescor Transformer Corporation,4138545000000170109,Cotton Tape,30.0,pcs,1500.0
4138545000010114001,2025-08-08,Isoprime Power Transformer & Electrical Solution Co.,4138545000000428011,Rubber Cork 4.8mm,1.0,pcs,2500.0
4138545000010109116,2025-08-08,Harry Delos Santos,4138545000000428011,Rubber Cork 4.8mm,1.0,pcs,2500.0
4138545000010109116,2025-08-08,Harry Delos Santos,4138545000001554039,Rubber Cork 6mm 2 X 1 Meter,1.0,pcs,5800.0
4138545000010107001,2025-08-07,Millenium Global Power Corporation,4138545000000077043,Crepe Tubing 14 x 16,5.0,pcs,218.75
4138545000010107001,2025-08-07,Millenium Global Power Corporation,4138545000000077025,Crepe Tubing 8 x 12,5.0,pcs,200.89
4138545000010106001,2025-08-07,Tito & Tet Electrical Supply and Services,4138545000000076917,Fiberglass Coated Flat Wire 5/8,51.7,kg,19387.5
4138545000010106001,2025-08-07,Tito & Tet Electrical Supply and Services,4138545000000077250,BOX for FIBERGLASS Flat Wire - 5/8,1.0,pcs,0.0
4138545000010104001,2025-08-07,Avisor,4138545000000076818,Enameled Round Wire #15,47.4,kg,20382.0
4138545000010104001,2025-08-07,Avisor,4138545000000077151,BOX for Aluminum Round Wire Enamel - #15,2.0,pcs,0.0
4138545000010087394,2025-08-07,CRTLINK General Merchandise,4138545000000076764,Enameled Round Wire #9,60.4,kg,25972.0
4138545000010087394,2025-08-07,CRTLINK General Merchandise,4138545000000076791,Enameled Round Wire #12,65.8,kg,28294.0
4138545000010087394,2025-08-07,CRTLINK General Merchandise,4138545000000076800,Enameled Round Wire #13,50.5,kg,21715.0
4138545000010087394,2025-08-07,CRTLINK General Merchandise,4138545000000076809,Enameled Round Wire #14,49.0,kg,21070.0
4138545000010087394,2025-08-07,CRTLINK General Merchandise,4138545000005848187,P200 BOX for Aluminum Round Wire Enamel - #9,1.0,pcs,0.0
4138545000010087394,2025-08-07,CRTLINK General Merchandise,4138545000000077124,BOX for Aluminum Round Wire Enamel - #12,3.0,pcs,0.0
4138545000010087394,2025-08-07,CRTLINK General Merchandise,4138545000000077133,BOX for Aluminum Round Wire Enamel - #13,2.0,pcs,0.0
4138545000010087394,2025-08-07,CRTLINK General Merchandise,4138545000000077142,BOX for Aluminum Round Wire Enamel - #14,2.0,pcs,0.0
4138545000010087368,2025-08-07,Brando,4138545000000076935,Primary Bushing 15 KVA,12.0,pcs,12600.0
4138545000010087368,2025-08-07,Brando,4138545000000076971,Tap Changer,6.0,pcs,6300.0
4138545000010087346,2025-08-07,Wescor Transformer Corporation,4138545000002026187,Dog Bone 1/4,10.0,,1350.0
4138545000010087346,2025-08-07,Wescor Transformer Corporation,4138545000002146021,Dog BONE 3/8,15.0,,3300.0
4138545000010087346,2025-08-07,Wescor Transformer Corporation,4138545000000076944,Pressed Board 1/16,2.0,pcs,1700.0
